StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q11,Q35,Q17_1,Q19_1,Q21_1,Q12,Q10,Q5,Q36,Q38,Q55,Q57,Q39,Q39
2017-02-04 19:31,2017-02-04 19:34,IP Address,173.242.184.17,100,206,TRUE,2017-02-04 19:31,UMRVV3249W,,,,,43.647995,-79.41770172,anonymous,EN,67831,Calling for a refund,4,3,3,Yes,Organic,Unsure,65,Male,"$30,000 to less than $40,000",College or other non-university certificate or diploma,No,Yes
2017-02-08 0:21,2017-02-08 0:24,IP Address,173.242.184.17,100,188,TRUE,2017-02-08 0:21,RXADY8357A,,,,,43.647995,-79.41770172,anonymous,EN,303496,"Socks didn't fit, calling to exchange",4,4,5,Yes,Moonlight Harvest,Anti-sweat technology,55,Male,"$40,000 to less than $75,000",Secondary (high) school graduate,No,No
2017-02-07 20:55,2017-02-07 20:59,IP Address,173.242.184.17,100,254,TRUE,2017-02-07 20:55,SLCTZ4307K,,,,,43.647995,-79.41770172,anonymous,EN,522772,Customer Complaint,4,5,5,Yes,Moonlight Harvest,Anti-sweat technology,54,Female,"$40,000 to less than $75,000",College or other non-university certificate or diploma,No,No
2017-02-06 15:34,2017-02-06 15:36,IP Address,173.242.184.17,100,141,TRUE,2017-02-06 15:34,PNFNB0006Q,,,,,43.647995,-79.41770172,anonymous,EN,3925,Questions about Dilma's Socks,5,6,6,Yes,Moonlight Harvest,Anti-sweat technology,31,Female,"$90,000 to less than $100,000","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,No
2017-02-09 4:54,2017-02-09 4:57,IP Address,173.242.184.17,100,178,TRUE,2017-02-09 4:54,DXMKS6750B,,,,,43.647995,-79.41770172,anonymous,EN,95906,Customer Complaint,3,3,5,Yes,Organic,Anti-sweat technology,55,Male,"$40,000 to less than $75,000","University certificate, diploma, or degree",No,No
2017-02-09 19:30,2017-02-09 19:32,IP Address,173.242.184.17,100,149,TRUE,2017-02-09 19:30,TWIUN4974T,,,,,43.647995,-79.41770172,anonymous,EN,6391,Customer Complaint,4,3,4,No,Organic,Anti-sweat technology,48,Female,"$100,000 to less than $150,000",Registered Apprenticeship or other trades certificate or diploma,Yes,No
2017-02-08 23:58,2017-02-09 0:01,IP Address,173.242.184.17,100,215,TRUE,2017-02-08 23:58,GEQMS7859Z,,,,,43.647995,-79.41770172,anonymous,EN,39143,"Socks didn't fit, calling to exchange",5,6,5,Yes,Moonlight Harvest,Anti-sweat technology,47,Female,"$90,000 to less than $100,000","University certificate, diploma, or degree",No,Yes
2017-02-09 8:15,2017-02-09 8:18,IP Address,173.242.184.17,100,197,TRUE,2017-02-09 8:15,ELNJT7587D,,,,,43.647995,-79.41770172,anonymous,EN,604,Other,5,4,4,No,Moonlight Harvest,Anti-sweat technology,39,Female,"$90,000 to less than $100,000","University certificate, diploma, or degree",Yes,No
2017-02-05 11:24,2017-02-05 11:28,IP Address,173.242.184.17,100,243,TRUE,2017-02-05 11:24,TWINV0878N,,,,,43.647995,-79.41770172,anonymous,EN,16599,"Socks didn't fit, calling to exchange",3,3,3,No,Conventional Farming,Anti-sweat technology,38,Male,"$75,000 to less than $90,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-08 5:43,2017-02-08 5:47,IP Address,173.242.184.17,100,234,TRUE,2017-02-08 5:43,XMCQQ0830M,,,,,43.647995,-79.41770172,anonymous,EN,93434,"Socks didn't fit, calling to exchange",6,5,6,No,Conventional Farming,Anti-sweat technology,61,Female,"$75,000 to less than $90,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-08 5:23,2017-02-08 5:26,IP Address,173.242.184.17,100,219,TRUE,2017-02-08 5:23,UACPS4901Z,,,,,43.647995,-79.41770172,anonymous,EN,2142,Questions about Dilma's Socks,5,5,4,Yes,Organic,Anti-sweat technology,60,Male,"$100,000 to less than $150,000","University certificate, diploma, or degree",No,Yes
2017-02-09 7:58,2017-02-09 8:03,IP Address,173.242.184.17,100,301,TRUE,2017-02-09 7:58,GSRGL9215C,,,,,43.647995,-79.41770172,anonymous,EN,667684,Questions about Dilma's Socks,6,6,6,Yes,Organic,Anti-sweat technology,36,Male,"$150,000 or more","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,Yes
2017-02-04 16:45,2017-02-04 16:48,IP Address,173.242.184.17,100,173,TRUE,2017-02-04 16:45,UDACO9504F,,,,,43.647995,-79.41770172,anonymous,EN,2434,Customer Complaint,4,4,4,No,Conventional Farming,Anti-sweat technology,58,Female,"$90,000 to less than $100,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-06 3:58,2017-02-06 4:01,IP Address,173.242.184.17,100,190,TRUE,2017-02-06 3:58,CAYVK8071Q,,,,,43.647995,-79.41770172,anonymous,EN,11451,"Socks didn't fit, calling to exchange",4,2,4,Yes,Organic,Anti-sweat technology,52,Male,"$150,000 or more","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,Yes
2017-02-03 17:20,2017-02-03 17:23,IP Address,173.242.184.17,100,188,TRUE,2017-02-03 17:20,DESSY7786A,,,,,43.647995,-79.41770172,anonymous,EN,76241,Customer Complaint,5,6,5,No,Organic,Socks that change colour so you never wear mismatched socks again,55,Male,"$90,000 to less than $100,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-09 17:10,2017-02-09 17:13,IP Address,173.242.184.17,100,205,TRUE,2017-02-09 17:10,ZHDNM7438F,,,,,43.647995,-79.41770172,anonymous,EN,92390,Calling for a refund,5,7,5,Yes,Organic,Socks that never get holes,31,Male,"$40,000 to less than $75,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-04 18:51,2017-02-04 18:54,IP Address,173.242.184.17,100,161,TRUE,2017-02-04 18:51,QGPQI7671E,,,,,43.647995,-79.41770172,anonymous,EN,572819,Customer Complaint,3,3,2,No,Organic,Socks that never get holes,49,Male,"$100,000 to less than $150,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-06 5:01,2017-02-06 5:04,IP Address,173.242.184.17,100,154,TRUE,2017-02-06 5:01,DRMOH9079B,,,,,43.647995,-79.41770172,anonymous,EN,95442,Customer Complaint,3,3,4,No,Moonlight Harvest,Socks that change colour so you never wear mismatched socks again,67,Female,"$100,000 to less than $150,000","University certificate, diploma, or degree",No,No
2017-02-08 2:04,2017-02-08 2:06,IP Address,173.242.184.17,100,127,TRUE,2017-02-08 2:04,VONHX8546N,,,,,43.647995,-79.41770172,anonymous,EN,3620,"Socks didn't fit, calling to exchange",4,5,4,No,Organic,Anti-sweat technology,38,Male,"$40,000 to less than $75,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-08 4:57,2017-02-08 4:59,IP Address,173.242.184.17,100,119,TRUE,2017-02-08 4:57,BNDGW8154Q,,,,,43.647995,-79.41770172,anonymous,EN,74483,Customer Complaint,4,3,3,Yes,Organic,Socks that never get holes,69,Female,"$100,000 to less than $150,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-04 21:06,2017-02-04 21:09,IP Address,173.242.184.17,100,215,TRUE,2017-02-04 21:06,HXQSV2079A,,,,,43.647995,-79.41770172,anonymous,EN,243,Other,6,5,6,Yes,Organic,Sock bands that always stay up,66,Male,"$150,000 or more","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,Yes
2017-02-04 16:25,2017-02-04 16:29,IP Address,173.242.184.17,100,232,TRUE,2017-02-04 16:25,EKYQZ5865J,,,,,43.647995,-79.41770172,anonymous,EN,17480,Questions about Dilma's Socks,6,5,5,Yes,Organic,Sock bands that always stay up,64,Female,"$40,000 to less than $75,000","University certificate, diploma, or degree",No,No
2017-02-09 23:34,2017-02-09 23:37,IP Address,173.242.184.17,100,217,TRUE,2017-02-09 23:34,LBFWL5191V,,,,,43.647995,-79.41770172,anonymous,EN,5432,Questions about Dilma's Socks,6,5,6,No,Organic,Anti-sweat technology,67,Male,"$30,000 to less than $40,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-06 11:27,2017-02-06 11:30,IP Address,173.242.184.17,100,178,TRUE,2017-02-06 11:27,JHKUE0922V,,,,,43.647995,-79.41770172,anonymous,EN,816921,"Socks didn't fit, calling to exchange",3,3,3,Yes,Hydroponics,Anti-sweat technology,78,Female,"$100,000 to less than $150,000",College or other non-university certificate or diploma,No,Yes
2017-02-08 13:47,2017-02-08 13:51,IP Address,173.242.184.17,100,265,TRUE,2017-02-08 13:47,MEZSU4784S,,,,,43.647995,-79.41770172,anonymous,EN,71407,Calling for a refund,5,4,5,Yes,Organic,Anti-sweat technology,48,Male,"Less than $10,000",College or other non-university certificate or diploma,No,Yes
2017-02-07 20:13,2017-02-07 20:16,IP Address,173.242.184.17,100,152,TRUE,2017-02-07 20:13,HNAVC9114H,,,,,43.647995,-79.41770172,anonymous,EN,121,"Socks didn't fit, calling to exchange",6,6,6,No,Organic,Anti-sweat technology,66,Female,"$20,000 to less than $30,000","University certificate, diploma, or degree",Yes,No
2017-02-04 16:55,2017-02-04 16:59,IP Address,173.242.184.17,100,212,TRUE,2017-02-04 16:55,PJYZB0275Y,,,,,43.647995,-79.41770172,anonymous,EN,1205,Customer Complaint,3,3,4,No,Moonlight Harvest,Anti-sweat technology,68,Male,"$100,000 to less than $150,000",Secondary (high) school incomplete,Yes,No
2017-02-07 23:14,2017-02-07 23:16,IP Address,173.242.184.17,100,168,TRUE,2017-02-07 23:14,RSAWL1779I,,,,,43.647995,-79.41770172,anonymous,EN,5183,Questions about Dilma's Socks,6,5,5,Yes,Hydroponics,Socks that never get holes,77,Male,"$30,000 to less than $40,000","University certificate, diploma, or degree",No,No
2017-02-07 20:28,2017-02-07 20:32,IP Address,173.242.184.17,100,235,TRUE,2017-02-07 20:28,NSRHN5955P,,,,,43.647995,-79.41770172,anonymous,EN,286,Other,5,4,5,No,Organic,Anti-sweat technology,58,Male,"$10,000 to less than $20,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-06 12:17,2017-02-06 12:19,IP Address,173.242.184.17,100,146,TRUE,2017-02-06 12:17,UQCNS0467S,,,,,43.647995,-79.41770172,anonymous,EN,116068,Other,4,5,4,Yes,Organic,Socks that change colour so you never wear mismatched socks again,73,Male,"$75,000 to less than $90,000",College or other non-university certificate or diploma,No,Yes
2017-02-10 6:06,2017-02-10 6:10,IP Address,173.242.184.17,100,254,TRUE,2017-02-10 6:06,ZRJSY2236N,,,,,43.647995,-79.41770172,anonymous,EN,512,Customer Complaint,6,5,6,Yes,Hydroponics,Sock bands that always stay up,68,Male,"$100,000 to less than $150,000","University certificate, diploma, or degree",Yes,Yes
2017-02-05 22:13,2017-02-05 22:17,IP Address,173.242.184.17,100,225,TRUE,2017-02-05 22:13,JNMFQ4208Q,,,,,43.647995,-79.41770172,anonymous,EN,4830,Questions about Dilma's Socks,6,6,6,Yes,Organic,Unsure,40,Female,"$100,000 to less than $150,000",College or other non-university certificate or diploma,No,No
2017-02-04 1:39,2017-02-04 1:43,IP Address,173.242.184.17,100,220,TRUE,2017-02-04 1:39,LDFTY6187A,,,,,43.647995,-79.41770172,anonymous,EN,639071,Questions about Dilma's Socks,2,2,3,Yes,Hydroponics,Anti-sweat technology,24,Female,"$10,000 to less than $20,000",College or other non-university certificate or diploma,No,Yes
2017-02-06 7:15,2017-02-06 7:18,IP Address,173.242.184.17,100,161,TRUE,2017-02-06 7:15,NOUBA5991F,,,,,43.647995,-79.41770172,anonymous,EN,469212,Questions about Dilma's Socks,4,5,5,No,Moonlight Harvest,Anti-sweat technology,34,Male,"$40,000 to less than $75,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-07 20:10,2017-02-07 20:13,IP Address,173.242.184.17,100,195,TRUE,2017-02-07 20:10,FBPNW5850H,,,,,43.647995,-79.41770172,anonymous,EN,328171,Customer Complaint,5,7,6,Yes,Hydroponics,Sock bands that always stay up,52,Female,"$20,000 to less than $30,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-05 23:53,2017-02-05 23:57,IP Address,173.242.184.17,100,254,TRUE,2017-02-05 23:53,EMDYX6044Q,,,,,43.647995,-79.41770172,anonymous,EN,261,Other,2,3,2,Yes,Organic,Unsure,54,Male,"Less than $10,000","University certificate, diploma, or degree",No,No
2017-02-06 7:06,2017-02-06 7:09,IP Address,173.242.184.17,100,176,TRUE,2017-02-06 7:06,VPXLU6151T,,,,,43.647995,-79.41770172,anonymous,EN,274,Questions about Dilma's Socks,5,5,6,Yes,Moonlight Harvest,Socks that change colour so you never wear mismatched socks again,43,Male,"$30,000 to less than $40,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-07 23:35,2017-02-07 23:39,IP Address,173.242.184.17,100,243,TRUE,2017-02-07 23:35,ABHQG8735T,,,,,43.647995,-79.41770172,anonymous,EN,12238,Other,6,7,5,Yes,Organic,Sock bands that always stay up,72,Female,"$75,000 to less than $90,000",College or other non-university certificate or diploma,No,No
2017-02-07 6:48,2017-02-07 6:52,IP Address,173.242.184.17,100,226,TRUE,2017-02-07 6:48,THRHF2208B,,,,,43.647995,-79.41770172,anonymous,EN,445483,"Socks didn't fit, calling to exchange",3,2,2,Yes,Moonlight Harvest,Socks that change colour so you never wear mismatched socks again,54,Female,"$150,000 or more","University certificate, diploma, or degree",No,Yes
2017-02-03 14:56,2017-02-03 14:59,IP Address,173.242.184.17,100,163,TRUE,2017-02-03 14:56,JSAUD7883M,,,,,43.647995,-79.41770172,anonymous,EN,3449,Customer Complaint,3,3,3,Yes,Organic,Socks that never get holes,49,Female,"$40,000 to less than $75,000",College or other non-university certificate or diploma,No,Yes
2017-02-06 18:54,2017-02-06 18:57,IP Address,173.242.184.17,100,151,TRUE,2017-02-06 18:54,PZXTJ0684F,,,,,43.647995,-79.41770172,anonymous,EN,7422,Questions about Dilma's Socks,5,5,6,No,Conventional Farming,Anti-sweat technology,54,Male,"$75,000 to less than $90,000",College or other non-university certificate or diploma,No,Yes
2017-02-07 2:20,2017-02-07 2:23,IP Address,173.242.184.17,100,192,TRUE,2017-02-07 2:20,AAVDX7452F,,,,,43.647995,-79.41770172,anonymous,EN,57688,Calling for a refund,3,3,3,No,Conventional Farming,Socks that never get holes,46,Male,"$90,000 to less than $100,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-08 2:28,2017-02-08 2:30,IP Address,173.242.184.17,100,142,TRUE,2017-02-08 2:28,AQSKS9552C,,,,,43.647995,-79.41770172,anonymous,EN,887878,Other,2,2,4,Yes,Organic,Anti-sweat technology,55,Male,"Less than $10,000",Secondary (high) school graduate,No,No
2017-02-09 16:57,2017-02-09 16:59,IP Address,173.242.184.17,100,134,TRUE,2017-02-09 16:57,EJYCG1596H,,,,,43.647995,-79.41770172,anonymous,EN,9098,Other,4,4,4,Yes,Conventional Farming,Socks that change colour so you never wear mismatched socks again,44,Male,"$75,000 to less than $90,000","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,Yes
2017-02-09 18:41,2017-02-09 18:44,IP Address,173.242.184.17,100,172,TRUE,2017-02-09 18:41,ZWEUD1107R,,,,,43.647995,-79.41770172,anonymous,EN,54052,Questions about Dilma's Socks,3,4,2,Yes,Organic,Socks that never get holes,18,Female,"$30,000 to less than $40,000",Registered Apprenticeship or other trades certificate or diploma,Yes,Yes
2017-02-04 19:16,2017-02-04 19:19,IP Address,173.242.184.17,100,148,TRUE,2017-02-04 19:16,TOXMM9988J,,,,,43.647995,-79.41770172,anonymous,EN,548,Customer Complaint,2,3,2,Yes,Hydroponics,Socks that change colour so you never wear mismatched socks again,53,Male,"$30,000 to less than $40,000",College or other non-university certificate or diploma,No,Yes
2017-02-09 8:42,2017-02-09 8:44,IP Address,173.242.184.17,100,135,TRUE,2017-02-09 8:42,VZPKV8013Y,,,,,43.647995,-79.41770172,anonymous,EN,56577,Customer Complaint,5,6,6,Yes,Conventional Farming,Anti-sweat technology,39,Female,"$75,000 to less than $90,000",College or other non-university certificate or diploma,No,No
2017-02-04 14:50,2017-02-04 14:53,IP Address,173.242.184.17,100,198,TRUE,2017-02-04 14:50,MLYIZ2938I,,,,,43.647995,-79.41770172,anonymous,EN,38050,Customer Complaint,5,6,7,Yes,Hydroponics,Anti-sweat technology,72,Male,"$30,000 to less than $40,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-09 8:54,2017-02-09 8:57,IP Address,173.242.184.17,100,192,TRUE,2017-02-09 8:54,UTFTO1301U,,,,,43.647995,-79.41770172,anonymous,EN,4518,Questions about Dilma's Socks,5,7,6,Yes,Organic,Socks that never get holes,33,Male,"$90,000 to less than $100,000",Secondary (high) school incomplete,No,Yes
2017-02-05 2:15,2017-02-05 2:19,IP Address,173.242.184.17,100,221,TRUE,2017-02-05 2:15,CTMKR9067J,,,,,43.647995,-79.41770172,anonymous,EN,839618,Customer Complaint,2,3,2,No,Organic,Socks that change colour so you never wear mismatched socks again,30,Female,"$100,000 to less than $150,000","University certificate, diploma, or degree",No,No
2017-02-06 17:17,2017-02-06 17:20,IP Address,173.242.184.17,100,168,TRUE,2017-02-06 17:17,SBJID7367M,,,,,43.647995,-79.41770172,anonymous,EN,8383,Questions about Dilma's Socks,6,6,5,Yes,Organic,Anti-sweat technology,16,Female,"$40,000 to less than $75,000","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,Yes
2017-02-04 8:23,2017-02-04 8:26,IP Address,173.242.184.17,100,217,TRUE,2017-02-04 8:23,EPXBA4360C,,,,,43.647995,-79.41770172,anonymous,EN,14059,Other,6,5,6,Yes,Organic,Sock bands that always stay up,59,Male,"$100,000 to less than $150,000",Secondary (high) school incomplete,No,Yes
2017-02-05 14:09,2017-02-05 14:12,IP Address,173.242.184.17,100,159,TRUE,2017-02-05 14:09,GXTKR8792Q,,,,,43.647995,-79.41770172,anonymous,EN,431210,Other,2,3,3,No,Hydroponics,Socks that never get holes,56,Female,"$30,000 to less than $40,000","University certificate, diploma, or degree",No,Yes
2017-02-06 15:39,2017-02-06 15:42,IP Address,173.242.184.17,100,236,TRUE,2017-02-06 15:39,NLEWX6371S,,,,,43.647995,-79.41770172,anonymous,EN,997461,"Socks didn't fit, calling to exchange",2,3,3,No,Moonlight Harvest,Socks that change colour so you never wear mismatched socks again,57,Male,"$90,000 to less than $100,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-04 12:22,2017-02-04 12:26,IP Address,173.242.184.17,100,231,TRUE,2017-02-04 12:22,EVRVN0712F,,,,,43.647995,-79.41770172,anonymous,EN,1414,Customer Complaint,4,4,3,No,Moonlight Harvest,Sock bands that always stay up,53,Male,"$90,000 to less than $100,000",College or other non-university certificate or diploma,No,No
2017-02-05 14:12,2017-02-05 14:15,IP Address,173.242.184.17,100,166,TRUE,2017-02-05 14:12,TASJD5476L,,,,,43.647995,-79.41770172,anonymous,EN,914,Customer Complaint,3,2,4,Yes,Hydroponics,Sock bands that always stay up,49,Male,"$30,000 to less than $40,000","University certificate, diploma, or degree",Yes,Yes
2017-02-09 14:31,2017-02-09 14:35,IP Address,173.242.184.17,100,243,TRUE,2017-02-09 14:31,SFWDL9566R,,,,,43.647995,-79.41770172,anonymous,EN,40837,"Socks didn't fit, calling to exchange",5,6,5,Yes,Organic,Anti-sweat technology,26,Female,"$90,000 to less than $100,000","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,Yes
2017-02-04 14:12,2017-02-04 14:17,IP Address,173.242.184.17,100,254,TRUE,2017-02-04 14:12,ZRVSB2498T,,,,,43.647995,-79.41770172,anonymous,EN,4226,Questions about Dilma's Socks,6,6,5,Yes,Organic,Socks that never get holes,33,Male,"$100,000 to less than $150,000","University certificate, diploma, or degree",No,Yes
2017-02-09 15:56,2017-02-09 15:58,IP Address,173.242.184.17,100,132,TRUE,2017-02-09 15:56,NNXYS7846U,,,,,43.647995,-79.41770172,anonymous,EN,52664,Questions about Dilma's Socks,3,4,3,Yes,Organic,Socks that never get holes,41,Female,"$75,000 to less than $90,000",College or other non-university certificate or diploma,Yes,No
2017-02-06 2:25,2017-02-06 2:28,IP Address,173.242.184.17,100,165,TRUE,2017-02-06 2:25,JEURN1930T,,,,,43.647995,-79.41770172,anonymous,EN,15691,Other,6,6,5,Yes,Moonlight Harvest,Socks that never get holes,49,Male,"$10,000 to less than $20,000","None, or grade 1-8",No,No
2017-02-06 16:09,2017-02-06 16:13,IP Address,173.242.184.17,100,216,TRUE,2017-02-06 16:09,QRZVZ0664J,,,,,43.647995,-79.41770172,anonymous,EN,43063,Other,5,6,5,Yes,Conventional Farming,Sock bands that always stay up,47,Male,"$90,000 to less than $100,000",Secondary (high) school incomplete,No,No
2017-02-04 9:40,2017-02-04 9:43,IP Address,173.242.184.17,100,178,TRUE,2017-02-04 9:40,MSYFD9096G,,,,,43.647995,-79.41770172,anonymous,EN,1305,Other,4,4,3,Yes,Conventional Farming,Socks that never get holes,49,Male,"Less than $10,000","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,Yes
2017-02-10 5:35,2017-02-10 5:38,IP Address,173.242.184.17,100,202,TRUE,2017-02-10 5:35,FEMGL5129V,,,,,43.647995,-79.41770172,anonymous,EN,78300,"Socks didn't fit, calling to exchange",6,6,6,Yes,Moonlight Harvest,Anti-sweat technology,54,Male,"$100,000 to less than $150,000","University certificate, diploma, or degree",No,Yes
2017-02-05 4:47,2017-02-05 4:49,IP Address,173.242.184.17,100,146,TRUE,2017-02-05 4:47,YUIUL5046D,,,,,43.647995,-79.41770172,anonymous,EN,798,Other,5,5,5,Yes,Organic,Socks that never get holes,52,Male,"$90,000 to less than $100,000","University certificate, diploma, or degree",No,No
2017-02-06 4:36,2017-02-06 4:40,IP Address,173.242.184.17,100,215,TRUE,2017-02-06 4:36,ASZAC7104A,,,,,43.647995,-79.41770172,anonymous,EN,47750,Other,4,3,4,No,Conventional Farming,Unsure,54,Male,"$100,000 to less than $150,000","University certificate, diploma, or degree",No,No
2017-02-05 1:26,2017-02-05 1:29,IP Address,173.242.184.17,100,157,TRUE,2017-02-05 1:26,LQZVE0759A,,,,,43.647995,-79.41770172,anonymous,EN,560709,Questions about Dilma's Socks,5,5,5,Yes,Moonlight Harvest,Anti-sweat technology,29,Male,"$20,000 to less than $30,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-04 6:51,2017-02-04 6:54,IP Address,173.242.184.17,100,194,TRUE,2017-02-04 6:51,BRVKB9773Y,,,,,43.647995,-79.41770172,anonymous,EN,967,Other,5,6,5,No,Moonlight Harvest,Socks that never get holes,37,Female,"$40,000 to less than $75,000",College or other non-university certificate or diploma,No,No
2017-02-09 11:25,2017-02-09 11:30,IP Address,173.242.184.17,100,245,TRUE,2017-02-09 11:25,TCVGZ1377Q,,,,,43.647995,-79.41770172,anonymous,EN,9484,Other,3,4,3,Yes,Organic,Socks that never get holes,44,Male,"Less than $10,000","University certificate, diploma, or degree",No,No
2017-02-04 11:07,2017-02-04 11:11,IP Address,173.242.184.17,100,238,TRUE,2017-02-04 11:07,GPTLD4553F,,,,,43.647995,-79.41770172,anonymous,EN,417176,"Socks didn't fit, calling to exchange",4,4,3,No,Hydroponics,Anti-sweat technology,58,Female,"$20,000 to less than $30,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-08 19:38,2017-02-08 19:40,IP Address,173.242.184.17,100,139,TRUE,2017-02-08 19:38,VCUOB9220M,,,,,43.647995,-79.41770172,anonymous,EN,3847,Customer Complaint,3,4,4,No,Organic,Socks that change colour so you never wear mismatched socks again,53,Female,"$75,000 to less than $90,000","University certificate, diploma, or degree",No,Yes
2017-02-04 3:56,2017-02-04 4:00,IP Address,173.242.184.17,100,209,TRUE,2017-02-04 3:56,TPUJT2105P,,,,,43.647995,-79.41770172,anonymous,EN,519,Other,5,5,4,No,Conventional Farming,Sock bands that always stay up,55,Female,"$150,000 or more","University certificate, diploma, or degree",No,Yes
2017-02-04 15:29,2017-02-04 15:33,IP Address,173.242.184.17,100,264,TRUE,2017-02-04 15:29,TYHTK6081Y,,,,,43.647995,-79.41770172,anonymous,EN,67763,"Socks didn't fit, calling to exchange",5,5,5,Yes,Organic,Sock bands that always stay up,33,Female,"$100,000 to less than $150,000",Secondary (high) school incomplete,No,Yes
2017-02-09 21:57,2017-02-09 22:00,IP Address,173.242.184.17,100,139,TRUE,2017-02-09 21:57,OJMQL9839S,,,,,43.647995,-79.41770172,anonymous,EN,891,Customer Complaint,5,6,5,Yes,Conventional Farming,Socks that change colour so you never wear mismatched socks again,28,Male,"$30,000 to less than $40,000",Registered Apprenticeship or other trades certificate or diploma,Yes,No
2017-02-09 5:49,2017-02-09 5:52,IP Address,173.242.184.17,100,182,TRUE,2017-02-09 5:49,YCABH9026X,,,,,43.647995,-79.41770172,anonymous,EN,56034,Other,4,3,3,Yes,Organic,Socks that never get holes,11,Male,"$150,000 or more",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-10 6:34,2017-02-10 6:38,IP Address,173.242.184.17,100,239,TRUE,2017-02-10 6:34,TGUPK5558S,,,,,43.647995,-79.41770172,anonymous,EN,20799,Other,5,5,5,Yes,Hydroponics,Unsure,56,Male,"$90,000 to less than $100,000","University certificate, diploma, or degree",No,Yes
2017-02-06 21:21,2017-02-06 21:23,IP Address,173.242.184.17,100,130,TRUE,2017-02-06 21:21,KJKEX6436A,,,,,43.647995,-79.41770172,anonymous,EN,3908,Customer Complaint,4,3,4,Yes,Organic,Unsure,50,Male,"$150,000 or more",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-07 8:57,2017-02-07 9:01,IP Address,173.242.184.17,100,278,TRUE,2017-02-07 8:57,VTBIE9953X,,,,,43.647995,-79.41770172,anonymous,EN,575,"Socks didn't fit, calling to exchange",6,5,5,No,Organic,Anti-sweat technology,55,Female,"$150,000 or more","University certificate, diploma, or degree",No,Yes
2017-02-04 4:23,2017-02-04 4:26,IP Address,173.242.184.17,100,192,TRUE,2017-02-04 4:23,ABUDN1460Z,,,,,43.647995,-79.41770172,anonymous,EN,809,Other,6,5,6,Yes,Hydroponics,Anti-sweat technology,60,Male,"$75,000 to less than $90,000","University certificate, diploma, or degree",No,Yes
2017-02-09 21:25,2017-02-09 21:28,IP Address,173.242.184.17,100,226,TRUE,2017-02-09 21:25,IPVUK1863B,,,,,43.647995,-79.41770172,anonymous,EN,947562,"Socks didn't fit, calling to exchange",4,5,5,No,Moonlight Harvest,Sock bands that always stay up,64,Female,"$150,000 or more","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",Yes,No
2017-02-06 22:13,2017-02-06 22:17,IP Address,173.242.184.17,100,223,TRUE,2017-02-06 22:13,ZVZNZ0315Y,,,,,43.647995,-79.41770172,anonymous,EN,86761,Customer Complaint,2,3,3,Yes,Organic,Unsure,59,Male,"$100,000 to less than $150,000","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,No
2017-02-05 11:29,2017-02-05 11:33,IP Address,173.242.184.17,100,257,TRUE,2017-02-05 11:29,RYFJG5910L,,,,,43.647995,-79.41770172,anonymous,EN,759209,Other,6,6,5,Yes,Organic,Sock bands that always stay up,39,Male,"$90,000 to less than $100,000",Registered Apprenticeship or other trades certificate or diploma,No,No
